"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT5G35360",11.41853806,9.409955302,8.770079433,5.566776561,11.88405349,8.360604427,9.761351649,5.224366699,10.48301282,8.107401632,7.552780482,8.796070076,17.8519661,11.42860921,7.725222226,7.548722637,10.81756819,4.809375849,7.416219444,4.997066419,4.251951486,12.08128204,5.668833784,7.334022436,4.830418155,3.296858901,6.691777419,4.939684825,3.765067481,5.787289427,4.862679297,NA
"AT5G36290",7.686998667,5.792055456,7.7420516,4.893133979,4.888401148,4.755904386,6.684754832,4.215677537,10.50959602,7.663756275,9.38448895,7.988234445,7.252992797,7.159730563,6.816902779,5.563087346,11.19392504,3.693695949,12.93299217,4.524459075,3.098769972,16.13011682,17.24945517,12.15944732,7.541118382,6.181976992,5.663392517,6.46216263,7.706262163,3.985829048,6.297517332,NA
"AT5G36230",11.87356032,8.25744787,11.61069528,6.698385302,10.02089647,8.561543035,11.26364878,6.162306435,6.719661927,5.961731454,6.385485764,5.832781438,7.505397782,5.824629174,9.112465621,9.090381939,11.8834403,6.36357462,6.514072644,6.624513261,2.782469437,11.03372353,3.009268168,5.608487045,4.239718049,3.619594125,4.883581359,4.247631178,5.697543572,5.490230545,5.8143783,NA
"AT1G48920",24.24061106,15.65414409,18.85516972,9.272726829,22.4850175,14.20394137,21.48094625,11.65439434,10.10417946,9.412311691,8.248827292,14.25413222,29.87701036,17.57553004,14.14580061,14.48636973,18.58763112,9.36340098,11.37779553,12.74264799,12.95371452,28.63416703,1.571798294,14.38655995,8.203972629,6.985289262,13.5931016,9.594121165,7.112502176,11.68513913,10.92422143,NA
"AT1G48900",4.715740678,4.426765402,4.587831275,3.589213129,4.991897163,4.892179777,4.824692671,2.984423009,4.256789726,3.47737955,3.564618077,4.281231649,4.798070562,4.173041553,3.052939591,2.930019173,4.192309487,2.036490114,5.056338606,2.304488985,3.396479185,8.307489216,6.150556297,5.951508233,3.60311907,3.425426707,3.306130065,3.444891947,2.804557352,2.439397953,2.977655285,NA
"AT1G50740",3.062499009,8.591281689,4.744510386,2.599866883,3.16105127,7.951702992,3.2911528,3.147528635,6.006932435,13.74395893,19.78304817,6.643374531,2.459639417,7.355807126,5.750930897,3.66001526,3.776161535,9.816615895,21.92560412,9.233966976,2.048559748,2.001312445,5.843310585,3.297727592,6.056162002,4.126232473,7.287368746,5.823254407,11.87397408,3.96289305,9.172189138,NA
"AT1G31730",1.903340357,2.815636367,1.7784404,2.0891145,1.815248599,2.170100943,2.390204664,1.958317976,1.633690209,1.868575746,2.371620473,1.024809336,1.224766599,1.599234422,2.763121342,1.933693103,4.212879547,2.142791377,2.632311882,1.959903418,1.073524022,2.518730101,2.703404405,2.098552843,1.543724037,1.3525835,1.181018916,1.359108818,1.546390289,1.906038398,1.801481661,NA
"AT5G34850",8.238851028,6.321306622,9.394228411,6.827405259,7.926631075,9.605863902,9.57192305,6.729550631,12.18737048,7.939594787,5.676583455,9.98094505,5.640866877,4.307595926,5.419174792,4.248380553,7.900726387,4.108417436,9.41455886,4.859485921,2.884104933,11.63490288,28.09595373,14.20498718,7.963535809,4.336352481,10.42793829,7.575942192,9.637745027,3.963071884,6.589347313,NA
"AT5G35080",2.16135803,1.881777522,2.224101654,1.585244392,1.795071453,1.497261493,1.686508461,1.461493169,1.97676324,1.649370579,1.503898718,1.63273138,1.829469343,1.789313569,1.852126549,1.466298498,2.70489048,1.385190668,2.687410519,1.271424931,1.557361776,4.4350673,7.187032194,4.393153757,2.089280569,1.491872586,1.907151978,1.829435044,1.458828675,1.509943836,1.571129967,NA
"AT5G35160",2.794412167,3.466540794,3.08508058,3.090737364,3.205716451,3.797056864,3.73355692,2.776389092,5.862401119,4.321323588,4.004401788,2.6719233,5.660215754,3.60550197,5.216001928,3.38781234,8.695600093,3.564593351,7.144053405,2.837292913,2.345035711,11.34534854,16.21477701,9.968387086,4.152703451,3.845097427,3.184400597,3.727400492,3.868063417,3.792287754,4.127347222,NA
"AT5G35200",3.01935836,2.99956977,2.319809887,3.352147262,2.502678785,4.435753928,3.334879303,3.825220251,8.212664958,6.021986608,6.339654776,9.415394678,1.755617843,2.432872133,2.386370937,1.481513166,3.037767865,2.63983178,5.530403708,2.524973174,1.27684031,2.491795041,6.406650347,3.391761899,2.688983785,1.827603605,2.549911291,2.35549956,4.508728136,2.340907312,3.611540357,NA
"AT5G35180",3.187714638,2.999603593,3.7524811,3.864684034,4.075449185,7.000884052,6.086703355,3.404637861,7.964209492,5.8255305,4.846964965,8.126841456,3.06694858,3.466865,1.659348266,1.385564412,2.157532771,1.434947615,4.941594984,2.350426588,2.348835921,5.709408303,12.23396597,6.764070066,5.26584308,4.59573206,5.641169559,5.167581566,5.812669325,3.257769909,5.13435556,NA
"AT5G30510",2.837251269,2.011116093,3.732245317,1.830892592,2.824847992,2.311201672,4.242819081,1.786804754,2.92044303,2.389882612,1.977118012,2.90670988,3.895456571,4.228014609,2.063569285,2.210095516,2.296615122,1.683997216,2.562722219,1.907521784,2.766181105,4.896010918,1.176876804,2.946356276,2.074376469,1.985909294,2.725303667,2.261863143,2.907814269,2.34920666,2.72994958,NA
"AT5G27990",4.568336351,2.78094142,3.592811332,1.470057831,4.20308711,2.773505372,3.559148618,1.989565951,1.500772274,1.486265411,0.945437436,1.881370119,4.733969628,2.478447912,2.545333585,2.48417605,3.426045846,1.725778858,1.950375629,1.952622369,1.730937412,4.508760156,0.634589511,2.291429026,1.414019553,1.623213124,2.006418957,1.681217211,1.22234866,1.216608003,1.226020758,NA
"AT5G28020",7.739147473,3.165322683,4.670131923,2.92283945,2.928585651,1.945029372,4.779744518,4.212987015,12.17793793,5.985118643,2.894915486,13.69837948,8.184403797,4.373533984,0.695926851,0.852156017,0.620803656,0.614820881,0.605330856,1.894613519,0.775104442,0.444210035,0.61178415,0.610366209,0.874832958,0.627009537,1.104836015,0.868892837,0.612255168,0.8052649,0.636152968,NA
"AT5G28050",15.04399784,8.213663861,15.94385532,13.00438098,7.194042609,12.27766615,15.87867602,12.14870423,23.64059326,13.89878969,8.156648518,27.42690657,8.794259317,6.723978414,7.546787376,5.866795703,13.8172098,2.956356624,6.69691254,7.599192674,3.547908582,8.136083289,16.11246228,9.265484716,14.81416739,10.19014815,19.36056854,14.78829469,14.02388823,3.761264443,8.019533397,NA
"AT5G28150",1.573528641,1.548785303,1.761757602,1.251914321,1.412657359,1.606981836,1.866199733,1.25872827,3.56254039,2.671757567,2.291622021,3.025643424,3.103521193,2.221194196,1.941701887,1.995771228,2.617727678,1.211606754,1.437274516,1.636025403,2.177661077,5.288064528,3.423763473,3.629829693,2.500157186,2.89895314,2.024595974,2.474568767,2.853278222,2.295452678,2.64632277,NA
"AT5G28220",1.30316456,1.349779425,1.445550094,1.124866188,1.117649976,1.011624195,1.242934523,1.002247962,1.328758087,1.178288844,1.218680442,0.854981184,1.245234242,1.321181615,1.554044349,1.386887404,2.176582122,1.098663521,1.543484717,1.09611858,0.979802965,2.546038057,1.619249594,1.715030205,1.229559798,1.037677668,1.075422919,1.114220129,0.833322294,1.111579558,0.978892637,NA
"AT5G28040",1.585087546,1.515052302,1.571979552,1.172115806,1.336779155,1.537241692,1.808872397,1.275667953,1.853662647,1.552798353,1.438650771,1.280948185,1.383530489,1.687319398,1.811195834,1.375366717,2.915323565,1.14289722,1.628028288,1.138904223,0.967832402,3.964698739,2.716710891,2.549747344,1.710113923,1.282903008,1.638785949,1.543934294,2.809697381,1.14301881,1.808216111,NA
"AT5G28060",23.29629305,11.64987611,17.1941437,8.075624332,17.69078666,10.11467278,16.16727105,9.995628524,3.812422708,5.057895619,5.389047142,3.487689174,11.28785,6.982080924,12.40426482,13.04139942,15.4903378,8.681057225,2.687513551,8.936414597,5.99449585,9.28100596,1.237495925,5.504332578,5.409288345,4.081464164,6.504729945,5.331827485,1.377958503,2.969638247,2.225187767,NA
"AT5G27660",1.034512072,1.193079594,0.962651325,0.930142261,1.377779446,1.15780882,0.932779313,0.963427199,0.788152527,1.020159129,1.278240569,0.78085438,1.064286199,1.590056137,1.143434743,1.115562103,1.110695297,1.20404683,1.178540963,1.075337024,1.204472045,1.280001159,1.032721052,1.172398086,1.028219237,1.09216696,1.386688344,1.169024847,1.569652213,1.460310832,1.504088579,NA
"AT5G27670",5.220096447,4.641360153,5.170556089,2.826428173,3.813906772,2.892217697,5.291802524,2.906356235,7.578670859,5.723411615,3.171043846,8.913428846,12.44218956,8.192303389,5.43601729,5.940601982,7.845558696,2.521891192,9.362571179,4.584058813,1.580258341,10.32478566,4.528769728,5.47793791,8.682228407,10.51099861,7.201113535,8.798113518,5.743059806,1.618730087,3.17205454,NA
"AT5G27740",3.023990189,1.722020274,2.39629559,1.062144917,2.370534842,1.489733977,2.038979014,1.365397907,1.136924139,1.205261351,1.226588079,1.013153097,3.306550471,2.42693085,1.858525525,1.67464796,2.639118367,1.26181025,1.474176626,1.389372553,1.218517596,3.239728355,0.733538171,1.730594707,1.191050994,1.067644346,1.576597418,1.278430919,1.342803027,1.237269574,1.367895529,NA
"AT5G27720",4.659108944,3.616893541,3.946686419,2.455655574,3.705969689,3.060455484,3.685026726,2.283078496,2.895050921,2.456444977,2.141862275,3.726787152,3.327976603,2.176800391,2.852760474,2.515602673,4.081676773,1.961001975,2.258345198,2.392209047,2.153029146,3.835572656,2.225523968,2.738041923,2.274573193,1.645436274,3.037525939,2.319178469,2.083183065,1.897670435,2.122650476,NA
"AT5G27840",1.782115123,1.891200849,2.095511619,1.753630144,1.659439889,2.03316933,2.273717872,1.688589928,2.954602307,2.471087799,1.822293381,3.040343678,1.282827707,2.008389828,1.632470524,1.355354659,2.027881072,1.514175842,2.220875094,1.517753293,1.064893298,1.964482746,2.983732645,2.004369563,3.426077656,3.089141202,2.298803913,2.93800759,2.52126815,1.263871423,1.916710933,NA
"AT5G27760",9.581090118,8.564231037,8.36712179,8.970596894,8.923339356,12.69594304,9.964165914,12.16924905,10.95925735,10.16153757,13.69372714,15.31049528,3.806025475,5.167846535,8.620664709,8.712926348,8.612207422,8.536860359,10.97878135,7.374404587,3.394710898,3.297311238,3.51104656,3.401022898,5.070811099,3.793321233,6.258393207,5.040841846,4.696440643,3.570654061,5.174528264,NA
"AT5G27770",25.32567413,16.78386942,21.73532782,11.55629088,23.11656988,14.58041055,20.54538296,10.70419625,8.386271393,8.884044248,9.446334156,9.890235749,21.69558215,8.718488294,15.35636977,17.05683396,18.4083572,10.60391814,6.449131008,12.88661474,14.36013606,20.90026148,2.715684346,12.65869396,7.824020154,8.872044951,9.1324647,8.609509935,4.61125995,8.36137275,6.517865454,NA
"AT5G27820",4.398125846,2.537545988,4.468425446,1.755986799,4.009570621,2.329577603,3.476524815,1.873026844,0.807671638,1.273905112,1.868859286,0.962369259,1.964168154,1.14494318,2.989765282,3.012951889,4.067331478,1.889012478,0.615548616,2.026175047,1.306805322,1.701520018,0.55962199,1.189315777,0.810890073,0.81083587,1.163419291,0.928381745,0.47052985,0.801492149,0.667896823,NA
"AT5G27700",37.99196133,26.88907435,34.63214487,22.32495209,35.25370101,25.5332893,28.45249781,21.80745258,11.74956284,14.52717301,16.69230159,14.79393818,24.95055216,10.53798683,27.1902331,28.32128615,30.97228592,22.27712722,9.3192772,21.1734004,21.03345957,24.28262425,4.928099879,16.74806123,12.06497475,13.15931202,12.55316785,12.59248487,6.912953674,12.76653984,10.51992238,NA
"AT5G27830",1.212516317,1.170356839,1.274664389,0.861457407,1.360826404,1.044233117,1.162786596,0.872785905,1.142843169,1.038108827,1.072659586,0.834138115,1.434635007,1.337503045,1.215117411,1.215928011,1.437376933,0.992047288,1.123185515,0.906960462,1.144903302,2.950278361,1.189664964,1.761615542,1.161598002,1.096135327,1.303097228,1.186943519,1.052956203,0.917281848,1.02000417,NA
"AT5G27920",3.091701015,2.477664023,2.365026885,2.349762304,2.581021495,2.339704747,2.718728253,2.152627714,4.592085074,3.69939477,1.547990502,3.439013285,2.734198473,4.523485027,2.037730194,2.001478544,2.643684985,1.468027052,4.72845651,1.66588182,1.780179574,3.956124724,4.469585134,3.401963144,3.229846221,2.333793199,3.734465671,3.099368363,4.009865229,1.564130908,2.761531936,NA
"AT5G27850",41.32707481,28.37028039,36.29967974,19.87367121,37.35930485,25.53805666,31.64708458,19.80191963,15.90148344,17.34804364,18.62206048,19.45178773,34.18668907,19.67802591,30.32617579,34.43714295,31.0215664,25.519818,13.6375022,24.01032878,27.15432834,29.87239315,4.202466349,20.40972928,14.71938622,13.73324208,19.59956251,16.01739694,6.416644442,19.13490815,13.17110459,NA
"AT5G27970",1.165508858,1.525736828,1.208064171,1.294692346,1.384206528,1.200806585,1.219004097,1.178549297,1.359391246,1.281322254,1.238849046,0.927706558,1.429740877,1.632298772,1.620832381,1.44227412,1.991540951,1.428682071,1.989458155,1.223236181,1.317270918,2.66278309,1.302419865,1.760824624,1.602052114,1.543039629,1.205438957,1.4501769,1.100014532,1.518815143,1.370001882,NA
"AT5G27150",2.103632022,2.927572257,2.532940064,3.6537932,3.039736121,3.870405728,2.420371692,2.797957425,7.131114516,4.458614971,2.757468594,5.194836034,2.778578329,2.6323185,3.114434128,1.901018136,5.412752763,2.029531484,2.481586199,2.097665564,1.9852293,4.304896958,4.933375828,3.741167362,2.957802845,1.827569066,3.205913148,2.663761686,3.176738435,2.489438762,3.185710835,NA
"AT5G27330",3.540999187,2.208810112,2.650205753,1.576011514,3.296441363,2.188510991,2.866994086,1.743021484,1.173599427,1.309007806,1.467435843,1.357208725,5.890626321,2.111295593,2.436242806,2.453879241,3.377235439,1.477613739,1.045749347,1.948682651,1.9888951,6.164051737,0.669982405,2.940976414,1.240337984,1.342616604,1.770680912,1.451211833,0.837293836,1.497257087,1.279495013,NA
"AT5G27395",3.263182533,2.410650228,2.831410877,1.377311605,3.236720532,1.886009184,2.691435947,1.407772384,1.407703877,1.331615988,1.426867106,1.395446928,4.182707762,2.343876667,2.043656282,1.712248937,3.044546676,1.374173234,1.59109813,1.434760245,1.455333884,3.440360652,0.613577598,1.836424045,1.160522321,0.988071857,1.652253385,1.266949188,1.063757874,1.461737002,1.30055037,NA
"AT5G27400",4.137948759,1.251349871,3.484597764,1.45131194,2.73937507,1.487355104,2.715352369,1.836293168,1.571536683,1.484351297,1.33583406,1.698408081,5.173306439,3.796531238,1.899191606,1.751829555,2.71549292,1.230252343,1.099715433,1.523781908,1.758835678,6.780544429,0.845274723,3.128218277,2.073374913,1.722283083,2.832839768,2.209499255,2.196431453,1.162118478,1.554579107,NA
"AT5G27460",1.248787511,1.098582388,1.170436985,0.890495363,1.30643307,1.207369121,1.227989289,1.050457638,0.885840587,1.071315381,1.63829249,1.023419708,1.585710569,1.134923847,0.966158349,1.005164663,0.975786556,0.917523827,1.01887517,0.877949726,1.107909643,2.300462337,0.987296894,1.465222958,0.99729561,1.207506697,1.009353976,1.071385428,1.454571496,0.909409012,1.205750454,NA
"AT5G27490",1.493900772,2.093423674,2.075334279,1.603126063,1.521181499,1.788405068,1.894040407,1.25829672,2.319814649,1.84739439,2.242560767,1.191047853,1.721533879,2.075106501,2.481577737,1.910658138,3.847599369,1.686475704,2.294622215,1.375401997,1.190464054,5.153019078,4.70141316,3.681632098,2.333251536,2.743484001,1.439709003,2.17214818,0.881321905,1.171599419,1.127929474,NA
"AT5G27540",2.798779139,2.378757744,2.764968874,1.860516503,3.462094232,2.774227567,3.317776464,1.790126051,2.232038931,2.30707064,2.605213698,2.221198748,4.819194388,4.081402693,3.139318253,2.923163413,4.203523593,2.291267752,3.025756069,2.294457155,2.420400375,5.434927615,1.705307648,3.186878546,2.016903466,2.133196756,2.765138292,2.305079505,2.197918666,3.0187983,2.60214955,NA
"AT5G27450",4.906158173,4.069644468,4.774173229,4.759474352,3.872010903,4.558775364,5.478610139,3.911143834,8.300863405,5.084227588,2.748678006,5.887336771,1.927540487,2.739904908,3.038484898,3.022884747,4.100219779,1.992350168,1.702197762,2.154573798,1.743467584,3.181249789,2.162666652,2.362461342,4.191242746,4.580440782,2.428212433,3.733298654,1.663312031,1.835698374,1.712429486,NA
"AT5G27520",1.678122247,1.740917571,2.016364021,1.844918734,1.705117813,1.822189239,1.991714235,1.935944751,4.724989483,3.77054143,4.662966092,5.262073702,1.657237785,3.560850649,2.077954613,1.877898259,2.215017753,2.140947828,5.328841279,1.671106971,1.371183385,1.775736649,3.780346852,2.309088962,2.004743149,1.148901339,2.430284422,1.861309637,5.619670435,1.57503621,3.375513362,NA
"AT5G27470",12.41976843,7.28810284,12.04641714,5.712223967,10.89125041,7.768616813,10.45677704,5.310461665,8.114579061,6.922183537,6.388930729,9.112397493,11.57293193,9.487919833,9.308072469,9.544890909,12.23721381,6.142112686,7.792952779,7.27922878,6.864676871,18.47486945,5.081138813,10.14022838,7.617942142,8.035048426,7.998940433,7.883977,5.244546015,8.250767697,6.759047326,NA
"AT5G27430",3.138709365,2.995117345,3.148928317,2.208859776,3.213557191,2.573729063,2.489581445,1.905879702,1.389619396,1.79345672,2.510094426,1.231520763,1.463664511,1.673683434,3.74664977,3.200945485,5.219238613,2.819765213,1.773103199,2.016955731,2.541464757,3.283292496,2.694183169,2.839646807,1.398456564,1.736760533,1.682128099,1.605781732,0.834598197,1.395660145,1.335326345,NA
"AT5G27380",4.288405461,3.348005342,4.9705187,2.411329243,5.274320554,4.825446928,4.483405096,2.173726718,6.884416086,5.731289129,4.842320591,4.487344188,4.047484464,6.94988742,1.915091084,1.927705436,2.231284491,1.586283325,2.57368114,1.891949818,1.789495215,4.530059396,1.6348557,2.651470103,3.601303752,2.970666809,4.819337721,3.79710276,9.773497048,3.11931806,7.132824724,NA
"AT5G27410",5.052585351,2.74096363,3.325352737,2.173487441,4.153127573,3.184132462,3.544206668,2.477705292,3.221320871,2.234573639,1.330186112,2.242942152,1.933238206,3.972163605,1.666847182,1.242745329,2.519200109,1.238596109,1.118160824,1.092487874,0.909535507,1.213168527,0.979672568,1.034125534,1.286963783,0.829145264,1.693512591,1.269873879,2.016283219,1.705158619,1.77042344,NA
"AT5G27600",1.634419222,1.141549148,1.763085872,1.597439207,1.940355334,1.496516617,2.004722094,1.587955516,1.663990167,1.592163437,2.077934746,1.469087853,1.284583006,2.347951957,1.697414669,1.802831923,2.011053386,1.278358698,1.530172896,1.079809494,0.721194623,0.954291114,0.776037685,0.817174474,1.175118063,1.17903916,0.938608929,1.097588718,1.581335798,0.968190648,1.403848277,NA
"AT5G27210",1.842456135,1.741742138,1.736468352,1.131573025,1.687993055,1.539963149,1.445923291,1.068363748,1.334231037,1.85091031,2.026065043,1.346969984,2.489355433,2.290869401,1.420943639,1.202521578,1.707884986,1.352424354,1.615993969,1.254585728,1.128873678,2.814668595,1.183563019,1.709035097,1.233547287,1.465945754,1.087608625,1.262367222,1.298206708,1.151236569,1.393460355,NA
"AT5G26940",1.310941851,1.611743123,1.298918713,1.123786086,1.439842368,1.338929711,1.291851169,0.963416333,1.589530557,1.211543192,1.084342186,1.514803133,2.423686415,1.735924307,1.674729446,1.559701432,2.025456243,1.439030664,2.151451075,0.978539903,1.153350907,2.251995684,2.028094109,1.8111469,11.75087149,15.83401488,1.301264507,9.62871696,1.178700762,1.126591981,1.245499423,NA
"AT5G26780",4.483795182,4.209549676,5.542280011,2.617016822,4.195312883,4.289292588,5.427972106,2.227238127,4.389930665,4.294261866,5.154377308,3.308165149,3.754082629,3.080535603,2.900445338,2.63422103,3.944501057,2.122613927,1.489602212,3.575472776,1.703399306,4.777224259,1.554666358,2.678429974,2.315361171,1.652356912,3.001191588,2.322969891,3.357580423,4.646515911,4.261787177,NA
"AT5G26830",7.046865649,4.744823693,6.893260574,4.158506702,7.838509293,5.427058295,8.202423548,4.130941453,3.28072033,3.200734464,4.907384171,3.331486312,11.67848035,3.466674211,4.933228472,4.329767716,7.554324615,2.915593084,5.218868347,3.322063364,1.555911255,8.271102574,1.199345136,3.675452988,1.976914004,2.159077706,2.332786028,2.156259246,3.232783711,1.62288229,2.291188242,NA
"AT5G27200",1.018669488,1.730947618,0.548549572,0.727232285,1.866728581,1.010176337,0.575634244,0.627597436,0.631818897,1.096267342,2.217904048,0.527467521,0.6769077,0.844620493,0.825255085,0.84679018,0.654116909,0.974858166,0.735915951,0.792023136,0.90133016,0.547972536,1.042707123,0.830669939,0.548762021,0.664643486,0.564221829,0.592542445,0.522790325,0.799691245,0.637350888,NA
"AT5G26990",1.986429359,1.902559132,1.890404017,1.63461475,1.621289119,1.985005926,1.894685436,1.604154403,3.301943532,2.802874494,2.63561221,3.516258571,2.092477559,2.770962216,2.128098926,1.879889436,2.723587705,1.780819637,3.782289922,2.04318532,1.428330626,3.76537485,5.408999334,3.534234937,4.129105915,3.403722951,2.330053915,3.287627594,3.135711175,1.786606215,2.601104719,NA
"AT5G26260",4.741712875,4.386341069,7.588892612,15.22654446,1.503914596,6.408179233,9.420335389,11.96471499,3.146840112,2.26827648,2.181726349,1.881648017,7.607877267,10.13070596,18.04491815,22.54312969,27.22541272,4.366212025,24.52011957,8.008636971,0.673839448,0.378545698,0.674585088,0.575656745,7.93288034,0.819316481,7.397491692,5.383229504,0.779318728,0.728807612,1.396475457,NA
"AT5G26360",10.78583568,7.32886769,9.297451591,5.212422588,11.09148966,7.276852472,9.932128876,5.468541038,4.841438297,4.997045931,5.256448439,3.013745237,11.10648358,6.524509075,10.6813437,10.19159326,15.54461254,6.307825303,6.26490605,6.740833907,1.738898945,16.50801306,1.776867106,6.674593038,2.869897883,1.858279421,3.52273012,2.750302475,2.92571305,7.177524541,4.817413815,NA
"AT5G26340",7.397206322,4.017585599,5.429773804,8.562916515,9.035661495,13.89505293,7.801501273,13.35636468,10.27377862,5.72793003,4.158630181,14.11219662,0.65270597,1.384969635,1.374404856,1.237699653,0.87754104,2.007973874,1.35856644,1.622215257,0.762766258,0.518601175,0.827735785,0.703034406,1.2271228,0.719510785,0.893416868,0.946683484,2.204231223,1.626966393,2.509601395,NA
"AT5G26600",3.277390749,2.063140093,2.417115985,1.849032311,3.265609745,2.819893084,2.576531871,1.963907073,3.918703146,3.056003193,3.070499858,4.558186743,6.762485155,5.149710965,1.939066674,1.566694898,2.54853062,1.701974505,2.877671977,1.641512144,1.261353192,3.394342381,1.331840769,1.995845447,2.203645424,1.656454678,2.347818777,2.069306293,5.540924327,1.990724514,4.210275384,NA
"AT5G26680",1.12591463,1.014144272,1.05244832,0.871147366,1.152075266,0.948898116,1.028368203,0.852658162,0.918643641,1.010704599,1.197447937,0.874551509,1.654740449,1.112293267,0.974084993,0.945587536,0.976050225,1.000617217,1.101833242,0.943931615,1.026948463,1.624768427,0.906968782,1.186228558,1.118319201,1.176154953,1.037227238,1.110567131,0.959734798,1.311908476,1.233594943,NA
"AT5G26720",0.887965427,1.058338246,0.686202598,0.899886663,0.908560396,0.922519063,0.87770888,0.823851038,1.449445726,1.499164609,1.249244975,1.207045099,1.123456409,0.975454106,0.935516036,0.92063617,1.049359085,0.836552852,1.201216556,1.104438484,1.108067923,1.745308652,1.645384006,1.49958686,1.298556433,1.357901161,1.178230233,1.278229275,1.365490544,0.925511332,1.083480106,NA
"AT5G26610",2.175459486,1.801057375,1.968394317,1.493453711,1.934711235,1.549580555,1.755210447,1.536576559,1.801114339,1.709884876,1.432250053,1.863407721,1.86225708,2.526629918,1.422106048,1.324647857,1.647949319,1.293720968,2.12111277,1.369209764,1.621464406,3.570413135,2.236263302,2.476046947,2.677380211,3.806017474,2.3361743,2.939857328,2.380948897,1.830566444,1.961184408,NA
"AT5G26740",4.280077873,2.863848095,3.995029646,4.467023227,2.904646144,4.273936721,4.521545655,3.897833575,7.025724617,4.05938526,2.426297066,7.072566514,2.427049087,2.63258061,2.240150171,1.451539918,3.690296468,1.578614129,2.576131676,2.145149043,1.705537322,4.141046528,6.543656808,4.130080219,4.579111203,3.318590253,3.625186486,3.840962647,3.678076708,2.528347463,2.944248691,NA
"AT5G26660",2.091338354,1.07104783,1.665825203,1.927589131,1.38313188,2.236563141,1.591464841,2.411955696,5.254946366,2.569840918,0.862552561,7.167430946,0.61876352,0.624822834,1.197772831,0.901083119,1.873809214,0.818426161,0.616929566,1.008747157,0.860999054,0.476853436,1.008289544,0.782047344,0.6865397,0.707187564,0.677710482,0.690479249,0.534007238,0.72128073,0.639111669,NA
"AT5G26710",6.932948138,5.972986913,6.421365429,3.825381775,8.097277557,6.072999099,8.065352425,3.432846102,6.037780187,5.898534901,5.504889543,6.095655435,15.10782464,8.800169158,6.784604284,6.028479334,9.503668974,4.821664545,5.471612332,5.394800774,5.975746623,18.01499549,4.731423961,9.574055359,5.161719451,5.13034746,6.05021672,5.447427877,4.545399849,6.569383987,5.436678199,NA
"AT5G26760",1.536409531,1.292688497,1.416976807,1.334703817,1.61271892,1.579269421,1.786152557,1.449112573,2.338097244,2.161120309,2.713733381,2.588563167,1.077343618,2.2903743,1.650525431,1.572006866,1.821003867,1.55856556,3.089047347,1.924085007,1.216266078,2.93751386,1.50554394,1.886441293,1.671051915,1.843417948,1.761259886,1.758576583,3.066480212,2.166933707,2.701173312,NA
"AT5G26850",2.94544057,2.071040491,2.377491734,1.653335654,3.152391435,2.201825771,2.942769373,1.720744523,1.88970385,1.892655539,1.959499062,1.389180463,4.063909666,4.351348326,2.208756323,1.917581776,2.464090091,2.244597101,2.768964154,1.773846376,1.402741768,5.629791284,1.70275029,2.911761114,1.71313161,2.003546364,1.590103313,1.768927096,1.58384997,1.435356844,1.723227092,NA
"AT5G26860",1.628333631,1.421715909,1.535091758,1.286958059,1.932281824,1.454036439,1.896067385,1.309050197,1.133311408,1.138566211,1.300178066,1.119629077,2.697955584,1.784226646,1.761495895,1.750137567,2.288181327,1.246168792,1.450086258,1.467546079,1.318087258,3.119205467,0.590892193,1.676061639,2.698564548,2.40286259,1.402275094,2.167900744,1.147931806,2.121557305,1.669283762,NA
"AT5G26880",4.618840421,2.067305731,3.937702488,1.728403316,3.704284725,2.074475243,2.726864414,1.943147367,2.187601723,2.211023606,2.075414194,1.820586804,3.058663678,2.777257941,2.494819297,2.321240246,3.067811831,2.095405813,2.191953847,1.841723997,1.864789104,6.019014632,1.442488694,3.108764143,2.718411269,1.994005486,3.585797791,2.766071515,2.824053183,2.406975633,2.63427078,NA
"AT5G26280",4.888154576,2.166117621,2.550835541,3.229544427,2.043485752,1.82560744,3.715374705,3.940188251,4.317708737,2.790091011,0.998594469,1.0437007,2.690824643,4.373769426,5.180076839,2.963873271,8.46574479,4.110612457,1.754800507,1.09952095,0.680730384,0.390570118,0.653619735,0.574973412,9.107938037,1.150023256,9.677267285,6.645076193,2.748749393,0.644880783,1.69287259,NA
"AT5G26210",2.49791609,1.627338619,2.291736311,1.314714681,1.750057778,1.580788506,1.961606655,1.380174815,2.230369881,2.228257876,2.446110326,2.258003995,1.686836771,2.360930948,2.158248315,2.087998658,2.478972069,1.907774218,1.875907429,2.177459808,1.69028708,3.600436968,1.456768824,2.249164291,2.097831386,2.111383517,2.215438944,2.141551282,2.603716317,1.962051954,2.34751567,NA
